"Id","Name","NativeName","Description","MainRuleset","LudiiRuleset","Reference","Origin","DLPGame","PublicGame","knownAliases","Author","Publisher","Date","ProprietaryGame","Credit","SeeAlso","BGGId","OriginPoint","EvidenceRange","WishlistGame","Notes","HelpUs","ForceRulesetInLud"
1031,Sik,,"Sik is a race game played in the Tidikelt region of Algeria by women and children. Played on a spiral board made in the sand, players race to the center and try not to be captures by the ""Bankor.""",1189,1189,Béart 1955: 428-429.,Algeria,1,1,Sig,,,,0,Eric Piette,,,"27°14'8.89""N, 2°37'44.44""E","5399,5406",0,,0,1
1032,Boukerourou,,Boukerourou is a two-row mancala-style board game played in the Tidikelt region of Algeria at the turn of the twentieth century.,1190,1190,,Algeria,1,1,,,,,0,Eric Piette,,,"27°10'5.42""N, 2°41'11.91""E","5399,5409",0,,0,0
1033,Sig (Mauritania),,"Sig is a word used for many games throughout Saharan Africa. This board game is a race game played in the Tagant region of Mauritania. The game is played in the sand, with the central two rows elevated on an artificial dune. ",1191,1191,,Mauritania,1,1,,,,,0,Eric Piette,,,"19°7'51.18""N, 8°57'51.31""W","5455,5455",0,,0,1
1034,Dimraw,,"Dimraw is an alignment game played in the Trarza region of Mauritania. It Unlike most other alignment games, one player starts at a disadvantage, with fewer pieces than their opponent. ",1192,,Béart 1955: 456.,Mauritania,1,1,,,,,0,Eric Piette,,,"18°26'41.67""N, 12°56'54.8""W","5452,5452",1,,0,0
1035,Uturu Uturu Kaida,,"Uturu Uturu Kaida is a simple race game played in Senegal. The board is made in the sand, and pieces of wood or iron are used as pieces. It is played with six or seven players, who race their horses to the end of the board.",1193,1193,,Senegal,1,1,,,,,0,Eric Piette,,,"16°1'57.36""N, 16°28'54.60""W","5455,5455",0,,0,1
1036,Nama,,"Nama is a race game played in Ségou, Mali. The board is made in the sand, and nut shells are used as dice. The first player who reaches the end plays as the hyena, which eats up the remianing players' pieces.",1194,1194,,Mali,1,1,,,,,0,Eric Piette,,,"13°25'53.98""N, 6°14'53.72""W","5455,5455",0,,0,1
1037,Piaf,,"Piaf is a game played by girls in the Diafarabe area of Mali. It is a race game, in which a mother must prepare herself to leave, travel across the board, and then prepare herself for sleep. Upon doing this, she becomes a hyena, which must seize and eat the other mothers.",1195,,,Mali,1,1,,,,,0,Eric Piette,,,"14°8'22.03""N, 5°1'1.02""W","5455,5455",1,,0,0
1038,Paradis,,"Paradis is a race game played by boys, men, and married women in Mali. Players attempt to reach Paradise, in the center of the board, three times.",1197,1197,,Mali,1,1,,,,,0,Eric Piette,,,"14°8'22.03""N, 5°1'1.02""W","5455,5455",0,,0,1
1039,Tama,,"Tama is a game with leaping captures played in Armenia. It allows both orthogonal and diagonal movement, and was played on a checkered board. ",1517,1517,,Armenia,1,1,Armenian Draughts,,,,0,A. Sambruni,,45755,"40°32'58.56""N, 45°2'57.51""E","5434,5434",0,,0,0
1040,Omnidirectional Draughts,,A draughts variant with both orthogonal and diagonal movement and capture.,1199,1199,,,0,1,,A. Sambruni,,"2021-00-00",0,A. Sambruni,,,,"0,5520",0,,0,0
1041,Uril,,"Uril is a two-row mancala-style board game played in Cabo Verde. It is a popular game on the islands, and also was played by immigrants to Portugal. Men typically play in public, while women generally played in private spaces. ",1200,1200,Braz Dias and Braz Dias 2020.,Cabo Verde,1,1,"Ouril, Ouri",,,,0,Eric Piette,,,"16°53'9.04""N, 24°59'18.78""W","5506,5517",0,,0,0
1042,Alkarhat,,"Alkarhat is an alignment game played by Tuareg people of the Sahara. It is used for divination, with a holy man presiding over the game.",1201,,Murray 1951: 49-50.,Niger,1,1,,,,,0,Eric Piette,,,"19°40'51.06""N, 8°45'56.74""E","5422,5422",1,,0,0
1043,Shanzak Kammar,"","Shanzak Kammar is a capturing game played in Central Asia. It was particularly popular in Samarkand in the nineteenth century, and was often played on a board drawn on the ground with clay pieces, coins, or pebbles.",1202,,Murray 1951: 67.,Central Asia,1,1,Un Almy Tash,,,,0,Eric Piette,,,"39°39'12.42""N, 66°57'33.25""E","5393,5393",0,,0,0
1044,Dam Blas,,Dam Blas is a capturing game played in Malaysia and Indonesia.,1203,,Murray 1951: 81.,Indonesia,1,1,,,,,0,,,,,"0,5520",1,,0,0
1046,Ludus Rebellionis (Asymmetric),,"The Ludus Rebellionis appears in a sixteenth century Italian manuscript, with three different diagrams. This version is of an asymmetric game, where a King and Queen play against sixteen Pawns.",1205,,Murray 1951: 105-106.,Italy,1,1,,,,,0,Eric Piette,,,"46°4'32.57""N, 11°25'1.57""E","5000,5099",1,,0,0
1047,Russian Fortress Chess,,Russian Fortress Chess is a game that was played in Russia during the eighteenth and nineteenth centuries.,1206,,Markov 2015,Russia,1,1,,,,,0,Eric Piette,,,"59°55'53.63""N, 30°19'46.62""E","5300,5350",0,,0,0
1049,Schuster,,Schuster is a European Tables game played in Sweden by women. ,1208,,Murray 1951: 126.,Sweden,1,1,,,,,0,Eric Piette,,,"62°57'37.23""N, 15°39'13.11""E","5339,5339",0,,0,0
1050,Buffa de Baldrac,,Buf de Baldriac is a European Tables game played in Spain in the thirteenth century. It is recorded in Alfonso X's Libro de los Juegos.,1209,1209,Murray 1951: 128.,Spain,1,1,,,,,0,Eric Piette,,,"39°51'29.35""N, 5°5'49.8""W","4783,4783",0,,0,0
1052,Shing Kun T'o (Qing Dynasty),,"Shing Kun T'o is a Chinese promotion game. This version was played during the Manchu Dynasty. Players attempt to navigate the Chinese bureaucracy modeled on the board, using dice throws.",1210,,Murray 1951: 146.,China,1,1,,,,,0,,,,"23°7'44.51""N, 113°15'51.35""E","5395,5395",1,,0,0
1053,Tjyong Kyeng To,,"Tjyong Kyeng To, the ""Game of Dignitaries,"" is a promotion game played in Korea. ",1211,,Murray 1951: 146.,Korea,1,1,,,,,0,,,,"35°9'12.95""N, 128°57'16.91""E","5395,5395",1,,0,0
1054,Han Guan Yi,,"Han Guan Yi is a Chinese promotion game from the eleventh century. The board is unknown, but the rules have been preserved in a book.",1212,,,China.,1,1,,,,,0,,,,"29°23'12.87""N, 115°25'20.25""E","4522,4588",1,,0,0
1055,Callanish,,"On  the  Isle  of  Lewis  (Outer  Hebrides,  Scotland)  are located   some   of   the   most   impressive   prehistoric megalithic  structures  in  Europe.  The  most  important sites  are  around  the  area  of Callanish,  and  include stone circles, cairns, and stone alignments.

The  goal  of Callanish  is  to  create  an  alignment  of  a certain  number  of  stones  or  stacks  of  your  colour orthogonally along any file or rank of the board.",1213,1213,"<a href=""https://nestorgames.com/rulebooks/CALLANISH_EN.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>",,0,1,,José Manuel Astilleros García-Monge,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)","2014-00-00",0,Nicholas Bamber,,157894,,"0,5520",0,,0,0
1056,E-Sugoroku,,"E-Sugoroku is a race game popular in Japan from the seventeenth to the nineteenth century. There are thousands of differnt boards that were made for the game during this period, but they are all games in which dice rolls determine which space a player proceeds to next, as given on the board.",1214,,,Japan,1,1,,,,,0,,,,"35°31'59.37""N, 136°33'34.27""E","5120,5180",1,,0,0
1057,Jodo Sugoroku,,"Jodo Sugoroku is a game played during the fifteenth century, which is thought to be an ancestor of E-Sugoroku.",1215,,,Japan,1,1,,,,,0,,,,"40°43'59.06""N, 140°41'52.32""E","4974,5368",1,,0,0
1060,Caixuan Baiguan Duo,,Caixuan Baiguan Duo is a Chinese promotion game from the Ming Dynasty based on Ming civil and military hierarchy.,1218,,Lo 2005: 66.,China,1,1,,,,,0,,,,"24°35'9.46""N, 114°24'7.53""E","5094,5144",1,,0,0
1061,Hulu Wen,,Hulu Wen is a race game played in early modern China. Players race to reach the center of a square spiral board.,1219,,Lo 2004: 72.,China,1,1,,,,,0,Eric Piette,,,"31°17'54.27""N, 120°35'9.37""E","5144,5411",1,,0,0
1062,Wo Shuo,,"Wo Shuo was a game popular during the period of Northern and Southern Dynasties (256-589 CE) in China. The game is mentioned in some accounts, but few details are known about gameplay or the board.",1220,,Lo 2005: 99.,China,1,1,,,,,0,,,,"40°36'53.13""N, 100°14'42.7""E","4005,4342",1,,0,0
1063,Chang Xing,,"Chang Xing is a game that was played in medieval China. Eearly sources describe some details of the game, which have led scholars to think it was related to games like Nard and Backgammon. The sources say it developed from the game of Wo Shuo.",1221,,,China,1,1,,,,,0,,,,"22°31'20.47""N, 113°54'43.37""E","4300,4379",1,,0,0
1064,Tap Urdy,,"Tap Urdy is a two-row mancala-style board game played in Turkmenistan during the early twentieth century. The game is played in holes dug into the ground, and the counters are typically sheep droppings.",1222,1222,Deledicq and Popova 1977: 90.,Turkmenistan,1,1,,,,,0,Eric Piette,,,"40°11'39.19""N, 62°6'49.44""E","5431,5431",0,,0,0
1065,Chuka,,Chuka is a puzzle played in Russia. It contains the sowing mechanism seen in many mancala-style board games. ,1223,1223,Deledicq and Popova 1977: 99-100.,Russia,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
1066,Throngs,,"Throngs a highly abstracted wargame (territorial invasion game) for two players. It is typically played on the intersections of a triangular grid, using Go stones. It is a double-move game: each player takes 2 full turns in succession before the next player takes control. 
            
            Movement: The game is distinguished by the way the power of a moving piece is determined according to the pieces around it: A piece can move as far as the difference in count of the friends and enemies in its immediate vicinity. 
            
            Removing an enemy and adding one's own piece take one power unit each. Remaining power goes into a series of steps or hops that may change direction at empty locations. 
            
            Strategy: Power to travel up to seven units per move can be developed during the game. As the offensive capacity develops, defensive measures are needed, first starting with limiting the mobility of enemy stones by approaching them, then by building walls, and thickening them along the axes of the opponent's catapulting sites (empty locations surrounded by many of that player's own stones.) These sites allow adding a stone and catapulting it up to a distance of 5, and are re-useable. In addition to these methods, defense is by scattering stones behind one's own lines to immobilise enemy stones that invade.
            
            The majority of turns naturally involve placement as well as movement, due to the benefit of gaining material; even though newly placed stones travel a reduced distance due to the cost of their placement. Occasional moves without placement are used mainly to initiate difficult invasions, as they risk simultaneously opening up positional weaknesses.  
            
            Individual stones may be captured by replacement when they are sufficiently out-numbered at a location, which means that towards the end of the game, chains of stones not anchored to a triangle, loop, or board edge will be consumed one-by-one by captures. Thus the shape and nature of territorial walls is worth contesting.
            
            Boards: The standard board is centerless, designed to allow maximal distance moves from the center, while minimizing the size of the board. The hexagonal corner regions help to stabilize invasions in outlying areas. The reverse angles along the edge are slightly less defensible than the other parts, breaking the edges into stategic zones.
            
            The game is easily adapted not only to to different size and shape boards, but also to different grid topologies, while remaining interesting and playable. A 'perforated' grid is included to demonstrate this, but there are many other possibilities as well. 
            
            The center of the board is very advantageous, and a pie rule or balanced starting positions are needed. The standard starting position places the initial pieces near the edges to allow players a wider variety of strategies. Placing multiple starting stones, and or playing on torus boards, leads to finer grained, denser, highly tactical games, while using few starting pieces and larger boards or boards with less connectivity (e.g. boards with holes, and boards on semi-regular grids) lead to a more territorial game.
            
            Play on a torus also eliminates the advantage of a board center, but requires a larger board because invasion is no longer from a single direction.",1224,1224,"<a href=""https://boardgamegeek.com/thread/2452882/throngs-new-attempt-describe-how-play"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG Forum</a>",,0,1,,Dale W. Walton,,"2019-11-18",0,Dale W. Walton 2020-11-11,,,,"0,5520",0,,0,0
1067,Warra,,Warra is a mancala-style board game that was played by African American communities in Mississippi and Louisiana during the nineteenth century. ,1225,,Murray 1951: 202. ,United States of America,1,1,,,,,0,,,,"29°57'22.54""N, 90°4'6.47""W","5418,5418",1,,0,0
1068,Nuktagaq,,Nuktagaq is an Inuit hunt game played in the Canadian Arctic. ,1227,1227,,Canada,1,1,,,,,0,Eric Piette,,,"68°59'4.49""N, 81°35'22.39""W","5437,5437",0,,0,0
1069,Unlur,,"Unlur is a game between two people taking turns placing tiles on a hexagonal board. Each player has a different objective to achieve victory. It is classified as an abstract, connecting and unequal forces board game.

This game was the winner of the second Annual Game Design Competition in 2002, whose theme that year was the design of games of unequal forces (organized by Abstract Games magazine, About Board Games, and the Strategy Gaming Society). The name came from a symmetric ancestor game called 'Lur'. When the game was supported on Ludoteka, the Edge rule was added because placing on the edge is usually bad for Black. More information about the origins of the game can be found in Spanish on the designer's blog:
<a href=""http://mesadejuegos.blogspot.com/2005/12/unlur.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />mesadejuegos.blogspot.com</a>
 ",1226,1226,"<a href=""https://fr.wikipedia.org/wiki/Unlur"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Jorge Gómez Arrausi,,"2002-00-00",0,Nicholas Bamber,,3826,,"0,5520",0,,0,0
1070,Dablot Prejjesne,,"Dablot Prejjesne is a capturing game played by the Sámi people of Finland. The game pits Sámi soldiers, a prince, and a king against peasants and their prince and king.",1228,1228,Michaelsen 2010.,Sweden,1,1,,,,,0,Eric Piette,,,"64°30'7.83""N, 14°8'49.87""E","5421,5421",0,,0,0
1071,Tavelspel,,Tavelspel is a game played in northern Sweden during the nineteenth century.,1229,,Michaelsen 2010: 219.,Sweden,1,1,Kloterspel,,,,0,,,,,"0,5520",1,,0,0
1072,Dablo (Small),,Dablo is a word used to refer to capturing games among the Sámi people of northern Scandinavia. This version was played near Frostviken in Sweden on a 5x5 board.,1230,,Michaelsen 2010: 219.,Sweden,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1073,Dablo (Large),,"Dablo is a word used by the Sámi people for capturing games. This version was played on a 7x7 board in Frostviken, Sweden.",1231,1231,Michaelsen 2010: 219.,Sweden,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1074,Tsukkalavde,,Tsukkalavde is a capturing game played during the nineteenth century by the Sea Sámi people of Norway. It was often played by children and adults on winter evenings.,1232,1232,Michaelsen 2010: 220.,Norway,1,1,,,,,0,Eric Piette,,,"69°51'58.01""N, 21°59'30.92""E","5370,5390",0,,0,0
1075,Tablo,,"Tablo is a game that was played among the Sámi people of Sweden.  The board was usually scratched into a  wooden board with a  knife, and sticks were used as pieces, one player keeping the bark on the sticks and the other stripping them. It was usually played by children, but was played by people of all ages.",1233,1233,Michaelsen 2010: 219-220.,Sweden,1,1,,,,,0,Eric Piette,,,"66°36'24.43""N, 19°49'22.66""E","5373,5433",0,,0,0
1076,Ohohla,,Ohohla is a game played by the Papago people of Arizona. It is played on a star-shaped board.,1234,,Murray 1951: 29.,Arizona,1,1,Jeoda,,,,0,Eric Piette,,,"31°59'29.95""N, 110°46'12.91""W","5407,5407",1,,0,0
1077,Nin Adnai Kit Adnat,,"Nin Adnai Kit Adnat (""It is my move, it is your move"") was a capturing game played by the Mi'kmaq people of Nova Scotia. ",1235,,Murray 1951: 77.,Nova Scotia,1,1,Adenágank,,,,0,,,,"46°5'59.70""N, 60°45'16.84""W","5399,5399",1,,0,0
1078,Kokonag'n,,"Kokonag'n is a game that was played by the Passamaquoddy people of Maine. Unlike other games played by the Passamaquoddy, this one could be played between women and men.",1236,,Murray 1951: 78. ,Maine,1,1,,,,,0,,,,"45°29'26.28""N, 67°53'4.52""W","5388,5388",1,,0,0
1079,Manmadoangn,Manmadöangn,Manmadoängn was a game played by the Abenaki people of Maine.,1237,,Culin 1907: 792.,Maine,1,1,,,,,0,,,,"44°45'54.22""N, 69°52'59.22""W","5157,5223",1,,0,0
1080,Wakanpamungthae,,Wakanpamungthae was a capturing game played by the Omaha people of Nebraska. It was  said to have been adopted from settlers from the United States in the middle of the nineteenth century. ,1238,,Murray 1951: 78.,Nebraska,1,1,,,,,0,,,,"42°6'49.62""N, 96°23'3.38""W","5373,5393",1,,0,0
1081,Macheng,,Macheng is a capturing game played in Ming Dynasty China. It was described as a game commonly played in alleys.,1239,,Wu and Sebillaud 2020: 49.,China,1,1,,,,,0,,,,"31°47'42.82""N, 120°0'35.54""E","5067,5124",1,,0,0
1082,Lu Qi,,"Lu Qi is a game played in medieval China. It was played on a board well-attested throughout Asia and Europe, and was often found next to patterns for Merels games.",1240,,Wu and Sebillaud 2020: 46.,China,1,1,,,,,0,Eric Piette,,,"40°49'13.91""N, 119°49'16.55""E","4416,4868",1,,0,0
1083,Lian Qi (A-Type),,"Lian Qi is a term used for alignment games in China. This version can be attested since the tenth century CE, and was the most commonly played, judging by the number of boards which have been found.",1241,,Wu and Sebillaud 2020: 44.,China,1,1,"Lian Huan Ma Qi, Zhi Qi, Cheng San Qi, Ji Ri Ge",,,,0,,,,"42°15'28.27""N, 118°53'13.08""E","4400,4899",1,,0,0
1084,Three Musketeers,,Invented in 1969 by Haar Hoolim and published in Sid Sackson's A Gamut of Games.,1242,1242,"<a href=""https://en.wikipedia.org/wiki/Three_Musketeers_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Haar Hoolim,,"1969-00-00",0,Fabio Barbero,,21861,,"0,5520",0,,0,0
1088,Damenspiel,,Damenspiel is a Draughts game palyed in Germany.,1245,1245,Parlett 1999: 252.,Germany,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
1089,Damspel,,Damspel is a Draughts game played in Sweden.,1246,1246,Parlett 1999: 252.,Sweden,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
1093,Yup'ik Checkers,,"Yup'ik Checkers is a game played by the Yup'ik people of Nelson Island, Alaska. ",1250,,Ager 1975: 117.,Alaska,1,1,,,,,0,Eric Piette,,,"60°34'49.10""N, 165°15'28.83""W","5473,5474",1,,0,0
1094,Leap Frog,,Described by H.J.R. Murray in A History of Board-Games Other Than Chess in 1898,1251,1251,"<a href=""https://en.wikipedia.org/wiki/Leap_Frog_(board_game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,,,,0,Fabio Barbero,,,,"0,5520",0,,0,0
1095,Verquere,,"Verquere is a European Tables game known since at least the eighteenth century. It was said to have been invented in Holland, but was also played in England.",1252,,Murray 1951: 127.,Netherlands,1,1,"Verkehren, Verkeer, Revertier",,,,0,Eric Piette,,,"51°24'50.09""N, 1°52'11.99""W","5225,5225",0,,0,0
1097,Ovalhu,,Ovalhu is a two-row mancala-style board game played in the Maldives.,1254,1254,de Voogt 2000.,Maldives,1,1,,,,,0,Eric Piette,,,"5°7'7.71""N, 72°50'32.26""E","5500,5500",0,,0,0
1098,Morahha,,Morahha is a four-rown mancala-style board game played in seventeenth century Comoros.,1255,,Murray 1951: 224.,Comoros,1,1,,,,,0,Eric Piette,,,"12°12'50.89""S, 44°29'21.23""E","5194,5194",1,,0,0
1100,Sai,,Sai is a two-row mancala-style board game played on the island of Flores in Indonesia.,1257,,Murray 1951: 175.,Indonesia,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1101,Matoe,,Matoe is a two-row mancala-style board game played on the Indonesian island of Sumba.,1261,,Murray 1951: 175.,Indonesia,1,1,,,,,0,,,,,"0,5520",1,,0,0
1102,Katro,,Katro is a unique six-row mancala-style board game played in Madagascar.,1258,1258,de Voogt 1999: 112-113.,Madagascar,1,1,,,,,0,Eric Piette,,,"21°26'12.38""S, 47°5'8.45""E","5498,5498",0,,0,1
1103,Abanga,,Abanga is a two-row mancala-style game board that was played by the Zande people of central Africa in the mid-nineteenth century.,1259,,Avelot 1906: 268.,Central Africa,1,1,,,,,0,Eric Piette,,,"3°16'30.83""N, 24°33'15.22""E","5368,5371",1,,0,0
1104,Dodgem,,Invented by Colin Vout in 1972 as described in the book Winning Ways for Your Mathematical Plays.,1260,1260,"<a href=""https://en.wikipedia.org/wiki/Dodgem"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Colin Vout,,"1972-00-00",0,Fabio Barbero,,34873,,"0,5520",0,,0,0
1105,Erherhe,Érhérhé,Érhérhé is a two-row mancala-style board game played by the Mpongwe people in Gabon.,1262,1262,,Gabon,1,1,,,,,0,Eric Piette,,,"0°23'13.77""N, 9°27'14.66""E","5406,5406",0,,0,0
1106,Adjito,,Adjito is a two-row mancala-style board game played in the Kingdom of Dahomey in the nineteenth century. ,1263,1263,"Avelot 1906: 267, 269.",Benin,1,1,,,,,0,Eric Piette,,,"7°9'4.9""N, 1°59'56.03""E","5391,5394",1,,0,0
1107,Ouri,,"Ouri is a board game played by the Mandinka, Wolof, and Fula people of Senegal. It was played on a mancala board, but the game itself as described seems to be more of a placement game. It was typically played by girls outside.",1264,,Murray 1951: 177.,Senegal,1,1,,,,,0,Eric Piette,,,"12°31'54.93""N, 15°37'36.38""W","5285,5287",1,,0,0
1108,Mandinka Game,,"This game was played on the River Gambia in the early seventeenth century. It is one of the earliest documented mancala-style board games. It was played outside, under shady trees, by men of the Mandinka people.",1265,,Murray 1951: 177.,Gambia,1,1,,,,,0,,,,"13°32'27.48""N, 15°50'14.75""W","5120,5121",1,,0,0
1109,Worra,,Worra is a two-row mancala-style board game played in the Ashanti Kingdom of the early nineteenth century. The King of Ashanti was said to have played on a golden board in his palace.,1266,,Murray 1951: 177.,Ashanti,1,1,Vora,,,,0,Eric Piette,,,"6°30'17.98""N, 0°42'19.45""W","5317,5317",1,,0,0
1110,Ashanti Draughts,,"This game was played in the Ashanti Kingdom in the early nineteenth century. Its name was not recorded, but was said to have been very popular.",1267,,,Ashanti,1,1,,,,,0,,,,"7°20'16.15""N, 2°41'21.72""W","5317,5317",1,,0,0
1111,Isolation,,Blocking game played on a 6x8 or 7x7 board.,1268,1268,"<a href=""https://en.wikipedia.org/wiki/Isolation_(board_game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Bernd Kienitz,,"1972-00-00",0,Fabio Barbero,,1875,,"0,5520",0,,0,0
1112,Ashanti Alignment Game,,"This alignment game, the name of which was not recorded, was played in the Ashanti Kingdom in the early nineteenth century. It was played on a wooden board with perforations, and the pieces were pegs to be inserted in the board.",1269,,,Ashanti,1,1,,,,,0,,,,"6°17'9.41""N, 2°35'16.26""W","5317,5317",1,,0,0
1113,Cage,,Cages is a drawless checkers variant that always ends in one player eliminating the other. Mark Steere designed Cage in 2010.,1270,1270,"<a href=""http://web.archive.org/web/20200701105455/http://www.marksteeregames.com/Cage_rules.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com/</a>",,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Mark Steere Games</a> (used with permission)","2010-00-00",0,Designed by Mark Steere and implemented by Michael Amundsen.,,72202,,"0,5520",0,,0,0
1114,Tami,,"Tami is a mancala-style board game played in Accra, Ghana in the early nineteenth century.It was played mostly by women, with grey and green nuts. Sometimes these nuts were covered in gold and worn as necklaces.",1271,,"Murray 1951: 177, Avelot 1906: 267.",Ghana,1,1,,,,,0,,,,"5°32'53.34""N, 0°12'1.76""W","5305,5309",1,,0,0
1115,DuploHex,,Variant of Hex that includes disc and rings.,1272,1272,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>",,0,1,,José Manuel Astilleros García-Monge,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)","2015-00-00",0,Fabio Barbero,,174474,,"0,5520",0,,0,0
1116,Benin Mancala Game,,This game is attested on a bronze game board from Benin. ,1273,,"Murray 1951: 176, 177; Luschan 1919:427.",Benin,1,1,,,,,0,Eric Piette,,,"6°19'3.94""N, 5°36'53.52""E","5000,5199",1,,0,0
1117,Gabatta,,Gabatta is a word used for many mancala-style board games in Ethiopia. This version was a three-row game played in Eritrea in the nineteenth century.,1274,,Murray 1951: 195; Culin 1896: 601.,Eritrea,1,1,,,,,0,Eric Piette,,,"15°44'52.99""N, 38°42'1.30""E","5393,5393",1,,0,0
1118,Matara Game,,This game appears to be a two-row mancala-style board which was found on the steps of a building at the Axumite site of Matara in Eritrea.,1275,,Pankhurst 1971: 154-155.,Eritrea,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1119,Qarqis,,Qarqis is a game known from medieval and early modern Ethiopia which seems to refer to an early version of a mancala-style board game.,1276,,Pankhurst 1971: 154.,Ethiopia,1,1,,,,,0,,,,"12°22'45.45""N, 36°45'54.42""E","4900,5152",1,,0,0
1121,Luuth,,"Luuth is a game played by the Nuer people of Ethiopia. It is similar to a mancala game, but the movement rules only sometimes involve sowing.",1278,1278,Pankhurst 1971: 204.,Ethiopia,1,1,,,,,0,Eric Piette,,,"8°11'16.93""N, 33°0'14.4""E","5471,5471",0,,0,0
1122,Isafuba,,"Isafuba is a four-row mancala-style board game played in Mashonaland, Zimbabwe in the nineteenth century.",1279,,Bent 1895: 85-86.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"20°16'3.52""S, 30°56'1.82""E","5391,5391",1,,0,0
1123,Moruba,,Moruba is a four-row mancala-style board game played in South Africa.,1280,,,South Africa,1,1,,,,,0,Eric Piette,,,"23°56'34.32""S, 31°8'26.71""E","5434,5502",0,,0,0
1124,Andot,,Andot is a two-row mancala-style board game played by the Bega people of Sudan. The game is typically played using pieces of dried camel dung as counters in hole scooped out of the sand.,1281,1281,Owen 1938.,Sudan,1,1,,,,,0,Eric Piette,,,"17°45'6.46""N, 35°5'31.39""E","5438,5438",0,,0,0
1125,Ryakati,,"Ryakati is a four-row mancala-style board game played by the Bari people of South Sudan. The holes are scooped out of the ground and counters are seeds or pebbles, and represent cows.",1282,1282,Beaton 1939: 133-141.,South Sudan,1,1,Soro,,,,0,Eric Piette,,,"3°53'52.13""N, 31°7'33.99""E","5439,5439",0,,0,0
1126,Otep,,"Otep is a four-row mancala-style board game played by the Bari people of South Sudan. The holes are scooped out of the ground, and the counters are pebbles or seeds which represent cows.",1283,1283,Beaton 1939: 141.,South Sudan,1,1,Soro,,,,0,Eric Piette,,,"4°30'41""N, 31°6'0.75""E","5439,5439",0,,0,0
1127,Lobudok,Lobudök,"Lobuduok is a four-row mancala-style board game played by the Bari people in South Sudan. The holes are scooped out of the ground and the coutners are usually seeds or pebbles, which represent cows. It is an unusual mancala-style game because certain holes are out of play during portions of the game.",1284,1284,Beaton 1939: 141-142.,South Sudan,1,1,Soro,,,,0,Eric Piette,,,"4°53'7.54""N, 31°31'41.94""E","5439,5439",0,,0,0
1128,Mlabalaba,,Mlabalaba (more frequently known as Morabaraba) is an alignment game played in South Africa.,1285,1285,Coertze 2002.,South Africa,1,1,"Morabaraba, Umlabalaba, Meu",,,,0,Eric Piette,,,"24°15'42.3""S, 28°0'21.44""E","5407,5502",0,,0,0
1129,Zola,,Zola is an drawless annihilation game by Mark Steere.,1286,1286,,,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Mark Steere Games</a> (used with permission)","2021-00-00",0,Designed by Mark Steere and implemented by Michael Amundsen.,,,,"0,5520",0,,0,0
1130,Tsoro,,"Tsoro is a four-row mancala-style board game played in Zimbabwe. It was popular among men, and had many different regional variations.",1287,1287,Matthews 1964: 64-66.,Zimbabwe,1,1,"Fuva, Imbwe",,,,0,Eric Piette,,,"16°8'40.6""S, 30°53'9.63""E","5464,5464",0,,0,1
1131,Tsoro Yemutwelve,,"Tsoro Yemutwelve is a board game played in Zimbabwe, usually by boys and young men, though sometimes by adults as well. The board is typically scratched on the ground and played with stones.",1288,1288,,Zimbabwe,1,1,,,,,0,Eric Piette,,,"19°2'36.4""S, 27°22'40.11""E","5464,5464",0,,0,0
1132,Tsoro Yemutatu,,"Tsoro Yemutatu is an alignment game from Zimbabwe. This version, played on a square board, is played by boys and young men, but sometimes adults and is usually scratched on the ground and played with stones.",1289,,Matthews 1964: 68.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"19°30'29.93""S, 26°14'25.23""E","5464,5464",0,,0,0
